Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
42858,23,"Proposed contract with The Robert Bobb Group, LLC ",Chairman Mendelson,CA23-0201,,,2019-06-24,2019-06-24,Retained by the Council,,Approved,2019-07-05,New,Contract,Contract,http://lims.dccouncil.us/Download/42858/CA23-0201-Introduction.pdf
42857,23,"Proposed contract with Gartner, Inc. ",Chairman Mendelson,CA23-0200,,,2019-06-24,2019-06-24,Retained by the Council,,Approved,2019-07-05,New,Contract,Contract,http://lims.dccouncil.us/Download/42857/CA23-0200-Introduction.pdf
42856,23,Fiscal Year 2020 Budget Support Emergency Act of 2019,Chairman Mendelson,B23-0352,,,2019-06-24,2019-06-24,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42856/B23-0352-Introduction.pdf
42855,23,Fiscal Year 2020 Budget Support Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0386,,,2019-06-24,2019-06-24,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/42855/PR23-0386-Introduction.pdf
42854,23,Reunion Square Tax Increment Financing Act of 2019,Chairman Mendelson,B23-0351,,,2019-06-21,2019-06-24,Committee on Business and Economic Development,,,,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/42854/B23-0351-Introduction.pdf
42853,23,Reunion Square Tax Increment Financing Emergency Act of 2019,Chairman Mendelson,B23-0350,,,2019-06-21,2019-06-24,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42853/B23-0350-Introduction.pdf
42852,23,Reunion Square Tax Increment Financing Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0385,,,2019-06-21,2019-06-24,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/42852/PR23-0385-Introduction.pdf
42851,23,St. Elizabeths East Redevelopment Support Amendment Act of 2019,Chairman Mendelson,B23-0349,,,2019-06-20,2019-06-24,Committee on Business and Economic Development,,,,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/42851/B23-0349-Introduction.pdf
42850,23,St. Elizabeths East Redevelopment Support Temporary Amendment Act of 2019,Chairman Mendelson,B23-0348,,,2019-06-20,2019-06-24,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/42850/B23-0348-Introduction.pdf
42849,23,St. Elizabeths East Redevelopment Support Emergency Amendment Act of 2019,Chairman Mendelson,B23-0347,,,2019-06-20,2019-06-24,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42849/B23-0347-Introduction.pdf
42848,23,St. Elizabeths East Redevelopment Support Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0384,,,2019-06-20,2019-06-24,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/42848/PR23-0384-Introduction.pdf
42847,23,Last Known Address Disclosure Amendment Act of 2019,Chairman Mendelson,B23-0346,,,2019-06-19,2019-06-24,Committee on Business and Economic Development,,,,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/42847/B23-0346-Introduction.pdf
42846,23,"Modifications to Contract No. CW47432 with Community Connections, Inc. Approval and Payment Authorization Emergency Act of 2019",Chairman Mendelson,B23-0345,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42846/B23-0345-Introduction.pdf
42845,23,"Modifications to Contract No. CW47432 with Community Connections, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2019",Chairman Mendelson,PR23-0383,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/42845/PR23-0383-Introduction.pdf
42844,23,"Modifications to Contract No. CW47840 with Change and Innovation Agency, LLC Approval and Payment Authorization Emergency Act of 2019",Chairman Mendelson,B23-0344,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42844/B23-0344-Introduction.pdf
42843,23,"Modifications to Contract No. CW47840 with Change and Innovation Agency, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2019",Chairman Mendelson,PR23-0382,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/42843/PR23-0382-Introduction.pdf
42842,23,"Modifications to Contract No. CW47376 with Metropolitan Educational Solutions, LLC Approval and Payment Authorization Emergency Act of 2019",Chairman Mendelson,B23-0343,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Bill,Emergency Bill,http://lims.dccouncil.us/Download/42842/B23-0343-Introduction.pdf
42841,23,"Modifications to Contract No. CW47376 with Metropolitan Educational Solutions, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2019",Chairman Mendelson,PR23-0381,,,2019-06-17,2019-06-24,Retained by the Council,,,,Under Council Review,Resolution,Emergency Declaration Resolution,
42840,23,"Correspondence from the Mayor - DFHV Public Vehicles For-Hire Consumer Service Fund: FY19 Monthly Revenue Report, February 2019",Chairman Phil Mendelson,RC23-0079,,,2019-06-21,2019-06-24,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42840/RC23-0079-Introduction.pdf
42839,23,"Proposed contract with Dranref, LLC dba Business Transformation Group (BTG) ",Chairman Mendelson,CA23-0199,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42839/CA23-0199-Introduction.pdf
42838,23,Proposed contract modification to exercise Option Year Three (3) with Level 3 Communication LLC,Chairman Mendelson,CA23-0198,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42838/CA23-0198-Introduction.pdf
42837,23,"Proposed contract to exercise Option Year One (1) with Motir Services, Inc. ",Chairman Mendelson,CA23-0197,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42837/CA23-0197-Introduction.pdf
42836,23,"Proposed contract to exercise Option Year Four (4) with PC Net, Inc. ",Chairman Mendelson,CA23-0196,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42836/CA23-0196-Introduction.pdf
42835,23,"Proposed contract with Rohrer Enterprises, Inc. ",Chairman Mendelson,CA23-0195,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42835/CA23-0195-Introduction.pdf
42834,23,"Proposed contract with Systems Integration, LLC ",Chairman Mendelson,CA23-0194,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42834/CA23-0194-Introduction.pdf
42833,23,"Proposed contract to exercise Option Period Two (2) with Qlarant Quality Solutions, Inc. ",Chairman Mendelson,CA23-0193,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42833/CA23-0193-Introduction.pdf
42832,23,Correspondence from the Mayor - Florida Avenue Multimodal Project Completion Act Transmittal Letter,Chairman Phil Mendelson,RC23-0078,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42832/RC23-0078-Introduction.pdf
42831,23,"Correspondence from the Mayor - OSSE Promoting the Special Supplemental Nutrition Program for Women, Infants and Children (WIC) at Child Development Facilities (FY18), June 2019",Chairman Phil Mendelson,RC23-0077,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42831/RC23-0077-Introduction.pdf
42830,23,Correspondence from the Mayor - Office of Human Rights 2018 Annual Report,Chairman Phil Mendelson,RC23-0076,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42830/RC23-0076-Introduction.pdf
42829,23,"Correspondence from the Mayor - DOEE Three-Year Assessment eCYCLE DC: Eletronics Product Stewardship Program, Urban Sustainability Administration June 2019",Chairman Phil Mendelson,RC23-0075,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42829/RC23-0075-Introduction.pdf
42828,23,Primary Date Alteration Congressional Review Emergency Amendment Act of 2019,Councilmember Allen,B23-0342,,,2019-06-20,2019-06-21,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/42828/B23-0342-Introduction.pdf
42827,23,Primary Date Alteration Congressional Review Emergency Declaration Resolution of 2019,Councilmember Allen,PR23-0380,,,2019-06-20,2019-06-21,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/42827/PR23-0380-Introduction.pdf
42826,23,"FY 2019 Grant Budget Modifications of June 4, 2019",Chairman Mendelson,GBM23-0043,,,2019-06-18,2019-06-20,Retained by the Council,,Approved,2019-07-03,New,Grant Budget Modification,Grant Budget Modification,http://lims.dccouncil.us/Download/42826/GBM23-0043-Introduction.pdf
42825,23,"Proposed contract to exercise Option Year One (1) with PFC Associates, LLC ",Chairman Mendelson,CA23-0192,,,2019-06-19,2019-06-20,Retained by the Council,,Approved,2019-06-30,New,Contract,Contract,http://lims.dccouncil.us/Download/42825/CA23-0192-Introduction.pdf
42824,23,Proposed contract to exercise Option Year Three (3) with D.C. Central Kitchen ,Chairman Mendelson,CA23-0191,,,2019-06-19,2019-06-20,Retained by the Council,,Approved,2019-06-30,New,Contract,Contract,http://lims.dccouncil.us/Download/42824/CA23-0191-Introduction.pdf
42823,23,"Proposed contract to exercise Option Year Three (3) with Medical Transportation Management, Inc. ",Chairman Mendelson,CA23-0190,,,2019-06-19,2019-06-20,Retained by the Council,,Approved,2019-06-30,New,Contract,Contract,http://lims.dccouncil.us/Download/42823/CA23-0190-Introduction.pdf
42822,23,"Proposed contract to exercise Option Year Three (3) with SodexoMagic, LLC ",Chairman Mendelson,CA23-0189,,,2019-06-19,2019-06-20,Retained by the Council,,Approved,2019-06-30,New,Contract,Contract,http://lims.dccouncil.us/Download/42822/CA23-0189-Introduction.pdf
42821,23,"Proposed contract to exercise option year Four (4) with Tamah, LLC ",Chairman Mendelson,CA23-0188,,,2019-06-19,2019-06-20,Retained by the Council,,Approved,2019-06-30,New,Contract,Contract,http://lims.dccouncil.us/Download/42821/CA23-0188-Introduction.pdf
