Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43578,23,Correspondence from the PSC - 2018 Annual Report,Chairman Mendelson at the request of the Public Service Commission,RC23-0127,,,2019-11-13,2019-11-13,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43578/RC23-0127-Introduction.pdf
43577,23,2020 Unemployment Compensation Maximum Weekly Benefit Amount Increase Approval Resolution of 2019,Chairman Mendelson,PR23-0557,,,2019-11-08,2019-11-12,Committee on Labor and Workforce Development,,Approved,2020-01-13,New,Resolution,Proposed Resolution,
43576,23,Office of the Chief Medical Examiner Access to Documents and Records Retention Rulemaking Approval Resolution of 2019,Chairman Mendelson,PR23-0556,,,2019-11-07,2019-11-12,Committee on Judiciary and Public Safety,,Approved,2020-02-04,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43576/PR23-0556-Introduction.pdf
43575,23,Public Oversight Roundtable: Access to the Public Field at Jelleff Recreation Center,NONE,HR23-0116,,,2019-10-21,2019-11-12,Committee on Recreation and Youth Affairs,,,,Under Council Review,Oversight Hearing Record,Oversight Hearing Record,
43574,23,"Human Care Agreement between the Department of Human Services and The National Center for Children and Families, Inc. ",Chairman Mendelson,CA23-0340,,,2019-11-08,2019-11-08,Retained by the Council,,Approved,2019-11-22,New,Contract,Contract,http://lims.dccouncil.us/Download/43574/CA23-0340-Introduction.pdf
43573,23,Proposed contract to exercise Option Period Two (2) with NTT DATA State Health Consulting LLC (formerly known as Cognosante Consulting LLC) ,Chairman Mendelson,CA23-0339,,,2019-11-08,2019-11-08,Retained by the Council,,Approved,2019-11-22,New,Contract,Contract,http://lims.dccouncil.us/Download/43573/CA23-0339-Introduction.pdf
43572,23,Correspondence from the Mayor - Report on the Use of Tax Check-Off Funds for Afterschool Programs for At-Risk Students During Fiscal Year 2019,Chairman Phil Mendelson,RC23-0126,,,2019-11-07,2019-11-08,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43572/RC23-0126-Introduction.pdf
43571,23,Councilmember Full-Time Employment Charter Amendment Act of 2019,Councilmember McDuffie,B23-0541,,,2019-11-06,2019-11-08,Committee of the Whole,,,,Under Council Review,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43571/B23-0541-Introduction.pdf
43570,23,Proposed Memorandum of Understanding (MOU) with Washington Metropolitan Area Transit Authority,Chairman Mendelson,CA23-0338,,,2019-11-07,2019-11-08,Retained by the Council,,Approved,2019-11-18,New,Contract,Contract,http://lims.dccouncil.us/Download/43570/CA23-0338-Introduction.pdf
43568,23,"Proposed contract modification to exercise Option Year Three (3) with The Coles Group, LLC ",Chairman Mendelson,CA23-0337,,,2019-11-07,2019-11-08,Retained by the Council,,Approved,2019-11-18,New,Contract,Contract,http://lims.dccouncil.us/Download/43568/CA23-0337-Introduction.pdf
