Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
42839,23,"Proposed contract with Dranref, LLC dba Business Transformation Group (BTG) ",Chairman Mendelson,CA23-0199,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42839/CA23-0199-Introduction.pdf
42838,23,Proposed contract modification to exercise Option Year Three (3) with Level 3 Communication LLC,Chairman Mendelson,CA23-0198,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42838/CA23-0198-Introduction.pdf
42837,23,"Proposed contract to exercise Option Year One (1) with Motir Services, Inc. ",Chairman Mendelson,CA23-0197,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42837/CA23-0197-Introduction.pdf
42836,23,"Proposed contract to exercise Option Year Four (4) with PC Net, Inc. ",Chairman Mendelson,CA23-0196,,,2019-06-21,2019-06-21,Retained by the Council,,Approved,2019-07-04,New,Contract,Contract,http://lims.dccouncil.us/Download/42836/CA23-0196-Introduction.pdf
42835,23,"Proposed contract with Rohrer Enterprises, Inc. ",Chairman Mendelson,CA23-0195,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42835/CA23-0195-Introduction.pdf
42834,23,"Proposed contract with Systems Integration, LLC ",Chairman Mendelson,CA23-0194,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42834/CA23-0194-Introduction.pdf
42833,23,"Proposed contract to exercise Option Period Two (2) with Qlarant Quality Solutions, Inc. ",Chairman Mendelson,CA23-0193,,,2019-06-20,2019-06-21,Retained by the Council,,Approved,2019-07-01,New,Contract,Contract,http://lims.dccouncil.us/Download/42833/CA23-0193-Introduction.pdf
42832,23,Correspondence from the Mayor - Florida Avenue Multimodal Project Completion Act Transmittal Letter,Chairman Phil Mendelson,RC23-0078,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42832/RC23-0078-Introduction.pdf
42831,23,"Correspondence from the Mayor - OSSE Promoting the Special Supplemental Nutrition Program for Women, Infants and Children (WIC) at Child Development Facilities (FY18), June 2019",Chairman Phil Mendelson,RC23-0077,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42831/RC23-0077-Introduction.pdf
42830,23,Correspondence from the Mayor - Office of Human Rights 2018 Annual Report,Chairman Phil Mendelson,RC23-0076,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42830/RC23-0076-Introduction.pdf
42829,23,"Correspondence from the Mayor - DOEE Three-Year Assessment eCYCLE DC: Eletronics Product Stewardship Program, Urban Sustainability Administration June 2019",Chairman Phil Mendelson,RC23-0075,,,2019-06-20,2019-06-21,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42829/RC23-0075-Introduction.pdf
