Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
42634,23,"Correspondence from the Mayor - FPC Food System Assessment: The District's efforts to support a more equitable, healthy, and sustainable food system",Chairman Phil Mendelson,RC23-0072,,,2019-05-23,2019-05-23,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42634/RC23-0072-Introduction.pdf
42633,23,Proposed contract with Magellan Medicaid Administration ,Chairman Mendelson,CA23-0154,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42633/CA23-0154-Introduction.pdf
42632,23,"Correspondence from the Mayor - Department of Aging and Community Living: Fiscal Year 2019 Biannual Report, October 1, 2018 - March 2019",Chairman Phil Mendelson,RC23-0071,,,2019-05-23,2019-05-23,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42632/RC23-0071-Introduction.pdf
42631,23,"FY 2019 Grant Budget Modifications of April 11, 2019",Chairman Mendelson,GBM23-0035,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-07,New,Grant Budget Modification,Grant Budget Modification,http://lims.dccouncil.us/Download/42631/GBM23-0035-Introduction.pdf
42629,23,"Proposed Human Care Agreement with My Own Place, Inc. ",Chairman Mendelson,CA23-0153,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42629/CA23-0153-Introduction.pdf
42628,23,"Proposed Human Care Agreement with Community Multi-Services, Inc. ",Chairman Mendelson,CA23-0152,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42628/CA23-0152-Introduction.pdf
42627,23,"Proposed contract to exercise Option Year Two (2) with MBB Affiliates, LLC",Chairman Mendelson,CA23-0151,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42627/CA23-0151-Introduction.pdf
42626,23,"Proposed contract to exercise Option Year Three (3) with Maximus Health Services, Inc. ",Chairman Mendelson,CA23-0150,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42626/CA23-0150-Introduction.pdf
42625,23,"Proposed contract to exercise Option Year One with Dantech Corporation, Inc. ",Chairman Mendelson,CA23-0149,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,
42624,23,Proposed Human Care Agreement to exercise Option Year Two (2) between the Department of Behavioral Health and Psychiatric Institute of Washington (PIW) ,Chairman Mendelson,CA23-0148,,,2019-05-23,2019-05-23,Retained by the Council,,Approved,2019-06-03,New,Contract,Contract,http://lims.dccouncil.us/Download/42624/CA23-0148-Introduction.pdf
