Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43439,23,Fiscal Year 2020 Budget Support Clarification Temporary Amendment Act of 2019,Chairman Mendelson,B23-0503,,,2019/10/21 00:00:00,2019/10/21 17:22:36,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43439/B23-0503-Introduction.pdf
43438,23,Fiscal Year 2020 Budget Support Clarification Emergency Amendment Act of 2019,Chairman Mendelson,B23-0502,,,2019/10/21 00:00:00,2019/10/21 17:22:06,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43438/B23-0502-Introduction.pdf
43437,23,Fiscal Year 2020 Budget Support Clarification Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0514,,,2019/10/21 00:00:00,2019/10/21 17:21:28,Retained by the Council,,,0001/01/01 00:00:00,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43437/PR23-0514-Introduction.pdf
43436,23,District of Columbia Board of Elections Karyn Greenfield Confirmation Resolution of 2019,Chairman Mendelson,PR23-0513,,,2019/10/18 00:00:00,2019/10/21 17:20:54,Committee on Judiciary and Public Safety,,Disapproved,2020/01/29 00:00:00,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43436/PR23-0513-Introduction.pdf
43435,23,Washington Convention and Sports Authority Board of Directors Max Brown Confirmation Resolution of 2019,Chairman Mendelson,PR23-0512,,,2019/10/18 00:00:00,2019/10/21 17:20:24,Committee of the Whole,,Disapproved,2020/01/29 00:00:00,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43435/PR23-0512-Introduction.pdf
43434,23,Local Rent Supplement Program Contract No. 2018-LRSP-03A Approval Resolution of 2019,Chairman Mendelson,PR23-0511,,,2019/10/11 00:00:00,2019/10/21 17:19:48,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43434/PR23-0511-Introduction.pdf
43433,23,Domestic Violence Fatality Review Board Varina Winder Confirmation Resolution of 2019,Chairman Mendelson,PR23-0510,,,2019/10/11 00:00:00,2019/10/21 17:18:51,Committee on Judiciary and Public Safety,,Approved,2019/12/07 00:00:00,Under Council Review,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43433/PR23-0510-Introduction.pdf
43432,23,Domestic Violence Fatality Review Board Ian Harris Confirmation Resolution of 2019,Chairman Mendelson,PR23-0509,,,2019/10/11 00:00:00,2019/10/21 17:18:14,Committee on Judiciary and Public Safety,,Approved,2019/12/07 00:00:00,Under Council Review,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43432/PR23-0509-Introduction.pdf
43431,23,Commission on Health Equity Linda Elam Confirmation Resolution of 2019,Chairman Mendelson,PR23-0508,,,2019/10/11 00:00:00,2019/10/21 17:16:42,Committee on Health,,Approved,2019/12/07 00:00:00,Under Council Review,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43431/PR23-0508-Introduction.pdf
43430,23,Correspondence from the Mayor - Semi-Annual Compliance Report on the Private Sector Workers' Compensation Program,Chairman Phil Mendelson,RC23-0121,,,2019/10/18 00:00:00,2019/10/18 16:38:32,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43430/RC23-0121-Introduction.pdf
43429,23,Correspondence from the Mayor - April 2019 Revenue Report for the Public Vehicles-for-Hire Consumer Service Fund,Chairman Phil Mendelson,RC23-0120,,,2019/10/18 00:00:00,2019/10/18 16:37:30,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43429/RC23-0120-Introduction.pdf
43428,23,Correspondence from the Mayor - July 2019 Revenue Report for the Public Vehicles-for-Hire Consumer Service Fund,Chairman Phil Mendelson,RC23-0119,,,2019/10/18 00:00:00,2019/10/18 16:30:14,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43428/RC23-0119-Introduction.pdf
43427,23,Correspondence from the Mayor - May 2019 Revenue Report for the Public Vehicles-for-Hire Consumer Service Fund,Chairman Phil Mendelson,RC23-0118,,,2019/10/18 00:00:00,2019/10/18 16:23:29,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43427/RC23-0118-Introduction.pdf
43426,23,Correspondence from the Mayor - June 2019 Revenue Report for the Public Vehicles-for-Hire Consumer Service Fund,Chairman Phil Mendelson,RC23-0117,,,2019/10/18 00:00:00,2019/10/18 16:21:58,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43426/RC23-0117-Introduction.pdf
43425,23,"Proposed contract with WGL Energy Services, Inc. ",Chairman Mendelson,CA23-0327,,,2019/10/18 00:00:00,2019/10/18 15:08:38,Retained by the Council,,Approved,2019/10/31 00:00:00,New,Contract,Contract,http://lims.dccouncil.us/Download/43425/CA23-0327-Introduction.pdf
43424,23,"FY 2019 Grant Budget Modifications of October 7, 2019",Chairman Mendelson,GBM23-0051,,,2019/10/17 00:00:00,2019/10/18 13:47:15,Retained by the Council,,Approved,2019/11/01 00:00:00,New,Grant Budget Modification,Grant Budget Modification,http://lims.dccouncil.us/Download/43424/GBM23-0051-Introduction.pdf
43423,23,"Proposed contract with Jacobs Engineering Group, Inc. ",Chairman Mendelson,CA23-0326,,,2019/10/17 00:00:00,2019/10/17 17:07:35,Retained by the Council,,Approved,2019/10/28 00:00:00,New,Contract,Contract,http://lims.dccouncil.us/Download/43423/CA23-0326-Introduction.pdf
43422,23,Correspondence from the Mayor - The Commission on Climate Change and Resiliency,Chairman Phil Mendelson,RC23-0116,,,2019/10/15 00:00:00,2019/10/17 17:08:20,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43422/RC23-0116-Introduction.pdf
43421,23,National Lead Poisoning Prevention Week Recognition Resolution of 2019,"Councilmembers R. White, Silverman, Todd, Evans, Cheh, and Nadeau",CER23-0176,,,2019/10/07 00:00:00,2019/10/17 14:33:51,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43421/CER23-0176-Introduction.pdf
43420,23,Thelma D. Jones Ceremonial Recognition of 2019,"Councilmembers T. White, Cheh, Evans, and Todd",CER23-0175,,,2019/10/07 00:00:00,2019/10/17 14:25:28,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43420/CER23-0175-Introduction.pdf
43419,23,The Cora Masters Barry and the 25th Anniversary of the Recreation Wish List Committee Recognition Resolution of 2019,"Councilmembers Bonds, R. White, Grosso, McDuffie, Gray, Cheh, T. White, Todd, Nadeau, Evans, Allen, Silverman, and Chairman Mendelson",CER23-0174,,,2019/10/07 00:00:00,2019/10/17 14:22:54,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43419/CER23-0174-Introduction.pdf
43418,23,DMV Black Restaurant Week Recognition Resolution of 2019,Councilmember McDuffie,CER23-0173,,,2019/10/07 00:00:00,2019/10/17 14:20:31,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43418/CER23-0173-Introduction.pdf
43417,23,GW Mammovan Recognition Resolution of 2019,Councilmember Gray,CER23-0172,,,2019/10/07 00:00:00,2019/10/17 14:19:25,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43417/CER23-0172-Introduction.pdf
43416,23,Maybelle Bennett Recognition Resolution of 2019,"Councilmembers Nadeau, Evans, T. White, Grosso, McDuffie, Todd, Cheh, Allen, R. White, and Silverman",CER23-0171,,,2019/10/07 00:00:00,2019/10/17 14:18:09,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43416/CER23-0171-Introduction.pdf
