Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
38687,22,Collective Bargaining Agreement between District of Columbia Government Department of General Services and the Fraternal Order of Police/Protective Services Division Labor Committee Approval Resolution of 2017,Chairman Mendelson,PR22-0430,,,2017-09-18,2017-09-18,Committee on Labor and Workforce Development,,Approved,2017-10-19,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/38687/PR22-0430-Introduction.pdf
38686,22,"Compensation Agreement between the District of Columbia Government Department of Behavioral Health and Committee of Interns and Residents/Service Employees International Union, CTW, CLC (CIR/SEIU) Resolution of 2017",Chairman Mendelson,PR22-0429,,,2017-09-18,2017-09-18,Committee on Labor and Workforce Development,,Approved,2017-10-19,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/38686/PR22-0429-Introduction.pdf
38685,22,Inclusionary Zoning Consistency Congressional Review Emergency Act of 2017,Chairman Mendelson,B22-0417,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/38685/B22-0417-Introduction.pdf
38684,22,Inclusionary Zoning Consistency Congressional Review Emergency Declaration Resolution of 2017,Chairman Mendelson,PR22-0428,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/38684/PR22-0428-Introduction.pdf
38683,22,Public School Nurse Assignment Temporary Amendment Act of 2017,Councilmembers Gray and Grosso,B22-0416,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/38683/B22-0416-Introduction.pdf
38682,22,Public School Nurse Assignment Emergency Amendment Act of 2017,Councilmembers Gray and Grosso,B22-0415,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/38682/B22-0415-Introduction.pdf
38681,22,Public School Nurse Assignment Emergency Declaration Resolution of 2017,Councilmembers Gray and Grosso,PR22-0427,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/38681/PR22-0427-Introduction.pdf
38680,22,Access to Emergency Epinephrine in Schools Clarification Temporary Amendment Act Resolution of 2017,Councilmember Grosso,B22-0414,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/38680/B22-0414-Introduction.pdf
38679,22,Access to Emergency Epinephrine in Schools Clarification Emergency Amendment Act Resolution of 2017,Councilmember Grosso,B22-0413,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/38679/B22-0413-Introduction.pdf
38678,22,Access to Emergency Epinephrine in Schools Clarification Emergency Declaration Resolution of 2017,Councilmember Grosso,PR22-0426,,,2017-09-18,2017-09-18,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/38678/PR22-0426-Introduction.pdf
38677,22,"Proposed multiyear contract with Hi-Tech Electric, LLC ",Chairman Mendelson,CA22-0263,,,2017-09-18,2017-09-18,Retained by the Council,,Disapproved,2017-11-02,New,Contract,Contract,http://lims.dccouncil.us/Download/38677/CA22-0263-Introduction.pdf
38676,22,"Proposed multiyear contract with Acme Auto Leasing, LLC",Chairman Mendelson,CA22-0262,,,2017-09-18,2017-09-18,Retained by the Council,,Disapproved,2017-11-02,New,Contract,Contract,http://lims.dccouncil.us/Download/38676/CA22-0262-Introduction.pdf
38675,22,Proposed multiyear contract with the National Center for Children and Families ,Chairman Mendelson,CA22-0261,,,2017-09-18,2017-09-18,Retained by the Council,,Disapproved,2017-11-02,New,Contract,Contract,http://lims.dccouncil.us/Download/38675/CA22-0261-Introduction.pdf
38674,22,"Reprogramming Request for $499,000 of Local Funds Budget Authority from the Department of Forensic Sciences to the Department of Consumer and Regulatory Affairs",Chairman Mendelson,REPROG22-0078,,,2017-09-18,2017-09-18,Retained by the Council,,Approved,2017-10-03,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/38674/REPROG22-0078-Introduction.pdf
38673,22,"Reprogramming Request for $45,475 of Special Purpose Revenue Funds Budget Authority from the District Department of Transportation to the Pay-As-You-Go Capital Fund",Chairman Mendelson,REPROG22-0077,,,2017-09-18,2017-09-18,Retained by the Council,,Approved,2017-10-03,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/38673/REPROG22-0077-Introduction.pdf
38672,22,"Reprogramming Request for $15,300 of Special Purpose Revenue Funds Budget Authority from the District Department of Transportation to the Pay-As-You-Go Capital Fund",Chairman Mendelson,REPROG22-0076,,,2017-09-18,2017-09-18,Retained by the Council,,Approved,2017-10-03,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/38672/REPROG22-0076-Introduction.pdf
38671,22,"Reprogramming Request for $826,727 of Local Funds Budget Authority within the Office of Cable Television, Film, Music, and Entertainment",Chairman Mendelson,REPROG22-0075,,,2017-09-18,2017-09-18,Retained by the Council,,Approved,2017-10-03,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/38671/REPROG22-0075-Introduction.pdf
38670,22,Correspondence from the Mayor - OHR Highlights of Fiscal Year 2016,Chairman Phil Mendelson,RC22-0085,,,2017-09-18,2017-09-18,,,,,New,Report,Other,http://lims.dccouncil.us/Download/38670/RC22-0085-Introduction.pdf
