Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43241,23,Correspondence from the Mayor - Department of Public Works Co-Digestion Feasibility Study for the District of Columbia,Chairman Phil Mendelson,RC23-0105,,,2019-09-24,2019-09-24,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43241/RC23-0105-Introduction.pdf
43240,23,Correspondence from the Mayor - January 2019 Revenue Report for the Public Vehicles For-Hire Customer Service Fund,Chairman Phil Mendelson,RC23-0104,,,2019-09-24,2019-09-24,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43240/RC23-0104-Introduction.pdf
43239,23,"Correspondence from the Mayor - Department of Energy and Environment Clean and Affordable Energy Act of 2008 and Renewable Energy Portfolio Standard Act of 2004 Quarterly Report (January 1,2019 - March 31,2019)",Chairman Phil Mendelson,RC23-0103,,,2019-09-24,2019-09-24,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43239/RC23-0103-Introduction.pdf
43238,23,District of Columbia Body Art Establishment Infractions Approval Resolution of 2019,Chairman Mendelson,PR23-0457,,,2019-09-23,2019-09-24,Committee on Health,,Approved,2019-11-08,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43238/PR23-0457-Introduction.pdf
43237,23,The Ellen Simms Davis Recognition Resolution of 2019,Councilmember Bonds,CER23-0146,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43237/CER23-0146-Introduction.pdf
43236,23,"95th Anniversary of the Washington, D.C. Alumni Chapter of Kappa Alpha Psi Fraternity Inc. Ceremonial Recognition Resolution of 2019","Councilmembers Todd, Bonds, R. White, Grosso, Nadeau, and Evans",CER23-0145,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43236/CER23-0145-Introduction.pdf
43235,23,Imagination Stage DC Ceremonial Recognition Resolution of 2019,"Councilmembers Todd, Bonds, R. White, Grosso, Nadeau, Evans, and Allen",CER23-0144,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43235/CER23-0144-Introduction.pdf
43234,23,Vanilla Beane 100th Birthday Ceremonial Recognition Resolution of 2019,"Councilmembers Todd, R. White, Evans, and Bonds",CER23-0143,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43234/CER23-0143-Introduction.pdf
43233,23,25th Anniversary of Fellowship Baptist Church Ceremonial Recognition Resolution of 2019,"Councilmembers Todd, R. White, Bonds, and Evans",CER23-0142,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43233/CER23-0142-Introduction.pdf
43232,23,Robert Lee Davis 100th Birthday Ceremonial Recognition Resolution of 2019,"Councilmembers Todd, R. White, Bonds, and Evans",CER23-0141,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43232/CER23-0141-Introduction.pdf
43231,23,National Arts and Humanities Month Recognition Resolution of 2019,Councilmembers Todd and Evans,CER23-0140,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43231/CER23-0140-Introduction.pdf
43230,23,Dyslexia Awareness Month Recognition Resolution of 2019,Councilmembers Todd and Allen,CER23-0139,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43230/CER23-0139-Introduction.pdf
43229,23,Filipino American History Month Recognition Resolution of 2019,Councilmember Todd,CER23-0138,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43229/CER23-0138-Introduction.pdf
43228,23,The D.C. Afro-Latino Heritage and Culture Week Recognition Resolution of 2019,"Councilmembers Bonds, R. White, Nadeau, Gray, Evans, Silverman, Cheh, Grosso, Allen, T. White, McDuffie, Todd, and Chairman Mendelson",CER23-0137,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43228/CER23-0137-Introduction.pdf
43227,23,President Jimmy Carter 95th Birthday Recognition Resolution of 2019,"Councilmembers Allen, Nadeau, Todd, Cheh, R. White, Silverman, Evans, Bonds, and Chairman Mendelson",CER23-0136,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,
43226,23,Park(ing) Day 2019 Recognition Resolution of 2019,"Councilmembers Allen, Todd, Cheh, R. White, Silverman, Evans, and Bonds",CER23-0135,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43226/CER23-0135-Introduction.pdf
43225,23,Pastor Gregory M. Sims 30th Anniversary Recognition Resolution of 2019,Councilmember McDuffie,CER23-0134,,,2019-09-16,2019-09-24,Retained by the Council,,,,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43225/CER23-0134-Introduction.pdf
43222,23,Attorney General Grant-Making Amendment of 2019,Chairman Mendelson,B23-0448,,,2019-09-18,2019-09-23,Committee on Judiciary and Public Safety,,,,Under Council Review,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43222/B23-0448-Introduction.pdf
43221,23,Attorney General Grant-Making Temporary Amendment of 2019,Chairman Mendelson,B23-0447,,,2019-09-18,2019-09-23,Retained by the Council,,,,Under Council Review,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43221/B23-0447-Introduction.pdf
43220,23,Attorney General Grant-Making Emergency Amendment of 2019,Chairman Mendelson,B23-0446,,,2019-09-18,2019-09-23,Retained by the Council,,,,Under Council Review,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43220/B23-0446-Introduction.pdf
43219,23,Attorney General Grant-Making Amendment Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0456,,,2019-09-18,2019-09-23,Retained by the Council,,,,Under Council Review,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43219/PR23-0456-Introduction.pdf
43218,23,"Proposed contract to exercise Option Period Three (3) with Metropolitan Educational Solutions, LLC ",Chairman Mendelson,CA23-0304,,,2019-09-19,2019-09-20,Retained by the Council,,Approved,2019-09-30,New,Contract,Contract,
43217,23,"Proposed contract with Computer Aid, Inc. ",Chairman Mendelson,CA23-0303,,,2019-09-19,2019-09-20,Retained by the Council,,Approved,2019-09-30,New,Contract,Contract,http://lims.dccouncil.us/Download/43217/CA23-0303-Introduction.pdf
43216,23,"Proposed contract with Limbic Systems, Inc. ",Chairman Mendelson,CA23-0302,,,2019-09-19,2019-09-20,Retained by the Council,,Approved,2019-09-30,New,Contract,Contract,http://lims.dccouncil.us/Download/43216/CA23-0302-Introduction.pdf
