Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43562,23,Improved Coordination of Mental Health Care for System Involved Youth Act of 2019,"Councilmembers T. White, Grosso, Cheh, Nadeau, Bonds, and R. White",B23-0540,,,2019/11/05 00:00:00,2019/11/06 13:09:36,Committee on Recreation and Youth Affairs,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43562/B23-0540-Introduction.pdf
43561,23,Commission on Recreation Establishment Act of 2019,"Councilmembers T. White, R. White, and Bonds",B23-0539,,,2019/11/05 00:00:00,2019/11/06 13:10:29,Committee on Recreation and Youth Affairs,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43561/B23-0539-Introduction.pdf
43560,23,Elaine M. Carter Way Designation Act of 2019,"Councilmembers T. White, Cheh, Evans, and Silverman",B23-0538,,,2019/11/05 00:00:00,2019/11/06 13:12:23,Committee of the Whole,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43560/B23-0538-Introduction.pdf
43559,23,Senior Co-Living Program Establishment Act of 2019,"Councilmembers R. White, Bonds, T. White, Cheh, Todd, and Gray",B23-0537,,,2019/11/05 00:00:00,2019/11/06 13:13:08,Committee on Housing and Neighborhood Revitalization,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43559/B23-0537-Introduction.pdf
43558,23,Veterans Employment and Training Study Act of 2019,"Councilmembers Todd, R. White, T. White, Gray, Evans, and Grosso",B23-0536,,,2019/11/05 00:00:00,2019/11/06 12:28:23,Committee on Labor and Workforce Development,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43558/B23-0536-Introduction.pdf
43557,23,Opioid Labeling Amendment Act of 2019,"Councilmembers Todd, R. White, Bonds, Nadeau, T. White, Evans, Cheh, Allen, Gray, and Grosso",B23-0535,,,2019/11/05 00:00:00,2019/11/06 12:26:08,Committee on Health,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43557/B23-0535-Introduction.pdf
43556,23,Lyme Disease Testing Information Disclosure Act of 2019,"Councilmembers Todd, Bonds, Evans, and Cheh",B23-0534,,,2019/11/05 00:00:00,2019/11/06 12:26:45,Committee on Health,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43556/B23-0534-Introduction.pdf
43555,23,Sense of the Council Supporting the Protection of Immigrant Families Resolution of 2019,"Councilmembers Nadeau, Todd, Gray, R. White, Cheh, McDuffie, Bonds, Silverman, Allen, Evans, Grosso, T. White, and Chairman Mendelson",PR23-0555,,,2019/11/05 00:00:00,2019/11/06 12:25:22,Retained by the Council,,,0001/01/01 00:00:00,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43555/PR23-0555-Introduction.pdf
43554,23,Lucy Diggs Slowe Way Designation Act of 2019,"Councilmembers Nadeau, Todd, McDuffie, Grosso, Cheh, Bonds, T. White, R. White, and Gray",B23-0533,,,2019/11/05 00:00:00,2019/11/06 12:27:21,Committee of the Whole,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43554/B23-0533-Introduction.pdf
43553,23,Dr. Montague Cobb Way Designation Act of 2019,"Councilmembers Nadeau, Todd, McDuffie, Gray, Grosso, Bonds, T. White, R. White, Allen, and Cheh",B23-0532,,,2019/11/05 00:00:00,2019/11/06 12:29:17,Committee of the Whole,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43553/B23-0532-Introduction.pdf
43552,23,Collective Bargaining Fair Compare Amendment Act of 2019,"Councilmembers Silverman, Todd, Grosso, R. White, T. White, Nadeau, Allen, Evans, Bonds, and Cheh",B23-0531,,,2019/11/05 00:00:00,2019/11/06 13:43:59,Committee on Labor and Workforce Development,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43552/B23-0531-Introduction.pdf
43551,23,Rent Stabilization Affordability Qualification Amendment Act of 2019,"Councilmembers Bonds, Nadeau, T. White, Todd, and Cheh",B23-0530,,,2019/11/05 00:00:00,2019/11/06 13:45:07,Committee on Housing and Neighborhood Revitalization,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43551/B23-0530-Introduction.pdf
43550,23,Certificate of Stillbirth Amendment Act of 2019,"Councilmembers Cheh, R. White, Evans, Bonds, Todd, Nadeau, and Silverman",B23-0529,,,2019/11/05 00:00:00,2019/11/06 13:59:34,Committee on Health,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43550/B23-0529-Introduction.pdf
43549,23,Rental Housing Source of Income Amendment Act of 2019,"Councilmembers Cheh, R. White, Evans, Bonds, Todd, Nadeau, Silverman, and T. White",B23-0528,,,2019/11/05 00:00:00,2019/11/06 14:00:53,Committee on Housing and Neighborhood Revitalization,,,0001/01/01 00:00:00,New,Bill,Permanent Bill,http://lims.dccouncil.us/Download/43549/B23-0528-Introduction.pdf
43548,23,Federal Worker Housing Relief Extension Temporary Amendment Act of 2019,Councilmember Bonds,B23-0527,,,2019/11/05 00:00:00,2019/11/05 16:40:18,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43548/B23-0527-Introduction.pdf
43547,23,Federal Worker Housing Relief Extension Emergency Amendment Act of 2019,Councilmember Bonds,B23-0526,,,2019/11/05 00:00:00,2019/11/05 16:39:44,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43547/B23-0526-Introduction.pdf
43546,23,Federal Worker Housing Relief Extension Emergency Declaration Resolution of 2019,Councilmember Bonds,PR23-0554,,,2019/11/05 00:00:00,2019/11/05 16:39:14,Retained by the Council,,,0001/01/01 00:00:00,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43546/PR23-0554-Introduction.pdf
43545,23,Advisory Neighborhood Commission Accountability Clarification Emergency Amendment Act of 2019,Councilmember R. White,B23-0525,,,2019/11/04 00:00:00,2019/11/05 16:37:39,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43545/B23-0525-Introduction.pdf
43544,23,Community Harassment Prevention Second Temporary Amendment Act of 2019,Councilmember Allen,B23-0524,,,2019/11/04 00:00:00,2019/11/05 16:36:58,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43544/B23-0524-Introduction.pdf
43543,23,Advisory Neighborhood Commission Accountability Clarification Emergency Declaration Resolution of 2019,Councilmember R. White,PR23-0553,,,2019/11/04 00:00:00,2019/11/05 16:24:40,Retained by the Council,,,0001/01/01 00:00:00,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43543/PR23-0553-Introduction.pdf
43542,23,Community Harassment Prevention Second Emergency Amendment Act of 2019,Councilmember Allen,B23-0523,,,2019/11/04 00:00:00,2019/11/06 16:17:55,Retained by the Council,,,0001/01/01 00:00:00,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43542/B23-0523-Introduction.pdf
43541,23,Correspondence from the Mayor - Appointment Recommendation of Mr. Eli J. Kamerow to the Selective Service System Local Board,Chairman Phil Mendelson,RC23-0125,,,2019/11/01 00:00:00,2019/11/05 16:20:41,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43541/RC23-0125-Introduction.pdf
43540,23,Community Harassment Prevention Second Emergency Declaration Resolution of 2019,Councilmember Allen,PR23-0552,,,2019/11/05 00:00:00,2019/11/05 16:21:21,Retained by the Council,,,0001/01/01 00:00:00,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43540/PR23-0552-Introduction.pdf
43539,23,Washington Convention and Sports Authority Board of Directors Brian Kenner Confirmation Resolution of 2019,Chairman Mendelson,PR23-0551,,,2019/10/31 00:00:00,2019/11/05 16:51:03,Committee of the Whole,,Disapproved,2020/02/12 00:00:00,New,Resolution,Proposed Resolution,http://lims.dccouncil.us/Download/43539/PR23-0551-Introduction.pdf
43538,23,District of Columbia Long-Range Capital Financial Plan Report,Chairman Phil Mendelson,CFO23-0013,,,2019/11/05 00:00:00,2019/11/06 13:26:55,,,,0001/01/01 00:00:00,New,Report,Chief Financial Officer,http://lims.dccouncil.us/Download/43538/CFO23-0013-Introduction.pdf
43537,23,Residents Give District High Marks for City Services,Chairman Phil Mendelson,AU23-0018,,,2019/11/04 00:00:00,2019/11/04 16:46:49,,,,0001/01/01 00:00:00,New,Report,Auditor,http://lims.dccouncil.us/Download/43537/AU23-0018-Introduction.pdf
