Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43491,23,Lutheran Church of the Reformation 150th Anniversary Recognition Resolution of 2019,Councilmember Silverman,CER23-0179,,,2019/10/17 00:00:00,2019/11/01 13:36:13,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43491/CER23-0179-Introduction.pdf
43490,23,DC Access 20th Anniversary Recognition Resolution of 2019,Councilmember Silverman,CER23-0178,,,2019/10/17 00:00:00,2019/11/01 13:35:21,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43490/CER23-0178-Introduction.pdf
43489,23,Washington Mystics Recognition Resolution of 2019,"Councilmembers Evans, T. White, Todd, Nadeau, Gray, Bonds, McDuffie, Allen, Cheh, Grosso, Silverman, R. White, and Chairman Mendelson",CER23-0177,,,2019/10/11 00:00:00,2019/11/01 13:34:33,Retained by the Council,,,0001/01/01 00:00:00,Under Council Review,Resolution,Ceremonial Resolution,http://lims.dccouncil.us/Download/43489/CER23-0177-Introduction.pdf
43488,23,Public Roundtable: Proposed Transfer of the Automated Traffic Enforcement Program from MPD to DDOT,NONE,HR23-0109,,,2019/10/07 00:00:00,2019/10/31 17:06:47,Committee on Transportation and the Environment and Committee on Judiciary and Public Safety,,,0001/01/01 00:00:00,Under Council Review,Oversight Hearing Record,Oversight Hearing Record,
43487,23,"Third Amendment by and between the District of Columbia and Cedar East River Park, LLC, a Delaware limited company",Chairman Mendelson,CA23-0336,,,2019/10/30 00:00:00,2019/10/31 17:05:56,Retained by the Council,,Approved,2019/11/10 00:00:00,New,Contract,Contract,http://lims.dccouncil.us/Download/43487/CA23-0336-Introduction.pdf
43486,23,Proposed contract to Exercise Option Period Two (2) with The Washington Humane Society dba Humane Rescue Alliance ,Chairman Mendelson,CA23-0335,,,2019/10/30 00:00:00,2019/10/31 17:00:20,Retained by the Council,,Approved,2019/11/10 00:00:00,New,Contract,Contract,http://lims.dccouncil.us/Download/43486/CA23-0335-Introduction.pdf
43485,23,"Proposed multiyear contract between the District of Columbia Housing Authority (""DCHA"") and Hill East Parcel F, LLC (""Owner"") ",Chairman Mendelson,CA23-0334,,,2019/10/30 00:00:00,2019/10/31 16:56:01,Retained by the Council,,Disapproved,2019/12/14 00:00:00,New,Contract,Contract,http://lims.dccouncil.us/Download/43485/CA23-0334-Introduction.pdf
43484,23,Correspondence from the Mayor - DCPS Report for the FY20 Budget Support Act of 2019,Chairman Phil Mendelson,RC23-0124,,,2019/10/31 00:00:00,2019/10/31 16:43:45,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43484/RC23-0124-Introduction.pdf
43483,23,"Correspondence from the Mayor - Department of Insurance, Securities, and Banking Fiscal Years 2017 & 2018 Biennial Report",Chairman Phil Mendelson,RC23-0123,,,2019/10/31 00:00:00,2019/10/31 16:42:18,,,,0001/01/01 00:00:00,New,Report,Other,http://lims.dccouncil.us/Download/43483/RC23-0123-Introduction.pdf
43482,23,"Proposed contract to exercise option year four (4) with AXON Enterprise, Inc. (Formerly TASER International, Inc.) ",Chairman Mendelson,CA23-0333,,,2019/10/24 00:00:00,2019/10/25 14:44:42,Retained by the Council,,Approved,2019/11/04 00:00:00,Under Council Review,Contract,Contract,http://lims.dccouncil.us/Download/43482/CA23-0333-Introduction.pdf
