Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43364,23,Sanctuary Values Temporary Amendment Act of 2019,"Councilmembers Allen, Silverman, Gray, R. White, Nadeau, Cheh, Evans, and Grosso",B23-0486,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43364/B23-0486-Introduction.pdf
43363,23,Sanctuary Values Emergency Amendment Act of 2019,"Councilmembers Allen, Silverman, Gray, R. White, Nadeau, Cheh, Evans, and Grosso",B23-0485,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43363/B23-0485-Introduction.pdf
43362,23,Sanctuary Values Emergency Declaration Resolution of 2019,"Councilmembers Allen, Silverman, Gray, R. White, Nadeau, Cheh, Evans, and Grosso",PR23-0501,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43362/PR23-0501-Introduction.pdf
43361,23,Indigenous Peoples' Day Temporary Amendment Act of 2019,"Councilmembers Grosso, T. White, R. White, Bonds, Cheh, Nadeau, and Allen",B23-0484,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43361/B23-0484-Introduction.pdf
43360,23,Indigenous Peoples' Day Emergency Amendment Act of 2019,"Councilmembers Grosso, T. White, R. White, Bonds, Cheh, Nadeau, and Allen",B23-0483,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43360/B23-0483-Introduction.pdf
43359,23,Indigenous Peoples' Day Emergency Declaration Resolution of 2019,"Councilmembers Grosso, T. White, R. White, Bonds, Cheh, Nadeau, and Allen",PR23-0500,,,2019-10-08,2019-10-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,
43358,23,"Request to reprogram $300,000 of Dedicated Tax Funds Budget Authority to the Pay-As-You-Go Capital fund from the Commission on the Arts and Humanities",Chairman Mendelson,REPROG23-0044,,,2019-10-07,2019-10-08,Retained by the Council,,Approved,2019-10-22,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/43358/REPROG23-0044-Introduction.pdf
43357,23,Access to Public Benefits Congressional Review Emergency Amendment Act of 2019,Councilmember Nadeau,B23-0482,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43357/B23-0482-Introduction.pdf
43356,23,Access to Public Benefits Congressional Review Emergency Declaration Resolution of 2019,Councilmember Nadeau,PR23-0499,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43356/PR23-0499-Introduction.pdf
43355,23,Close Relative Caregiver Subsidy Pilot Program Establishment Congressional Review Emergency Amendment Act of 2019,Councilmembers Nadeau and T. White,B23-0481,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43355/B23-0481-Introduction.pdf
43354,23,Close Relative Caregiver Subsidy Pilot Program Establishment Congressional Review Emergency Declaration Resolution of 2019,Councilmembers Nadeau and T. White,PR23-0498,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43354/PR23-0498-Introduction.pdf
43353,23,Standby Guardian Congressional Review Emergency Amendment Act of 2019,Councilmember Nadeau,B23-0480,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43353/B23-0480-Introduction.pdf
43352,23,Standby Guardian Congressional Review Emergency Declaration Resolution of 2019,Councilmember Nadeau,PR23-0497,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43352/PR23-0497-Introduction.pdf
43351,23,Urban Farming Land Lease Congressional Review Emergency Amendment Act of 2019,Councilmember Cheh,B23-0479,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43351/B23-0479-Introduction.pdf
43350,23,Urban Farming Land Lease Congressional Review Emergency Declaration Resolution of 2019,Councilmember Cheh,PR23-0496,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43350/PR23-0496-Introduction.pdf
43349,23,Student Activity Fund Theatrical and Music Performance Expenditures Temporary Act of 2019,Councilmember Cheh,B23-0478,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43349/B23-0478-Introduction.pdf
43348,23,Student Activity Fund Theatrical and Music Performance Expenditures Emergency Act of 2019,Councilmember Cheh,B23-0477,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43348/B23-0477-Introduction.pdf
43347,23,Student Activity Fund Theatrical and Music Performance Expenditures Emergency Declaration Resolution of 2019,Councilmember Cheh,PR23-0495,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43347/PR23-0495-Introduction.pdf
43346,23,Intra-District Transfer Limitation Temporary Amendment Act of 2019,Councilmember Cheh and Chairman Mendelson,B23-0476,,,2019-10-07,2019-10-08,Retained by the Council,,,,New,Bill,Temporary Bill,http://lims.dccouncil.us/Download/43346/B23-0476-Introduction.pdf
