Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43015,23,Legitimate Theater Sidewalk Cafe Authorization Congressional Review Emergency Amendment Act of 2019,"Councilmembers Evans, R. White, and Cheh",B23-0375,,,2019-07-08,2019-07-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43015/B23-0375-Introduction.pdf
43014,23,Legitimate Theater Sidewalk Cafe Authorization Congressional Review Emergency Declaration Resolution of 2019,"Councilmembers Evans, R. White, and Cheh",PR23-0430,,,2019-07-08,2019-07-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43014/PR23-0430-Introduction.pdf
43013,23,Firearms Safety Omnibus Clarification Congressional Review Emergency Amendment Act of 2019,Councilmember Allen,B23-0374,,,2019-07-08,2019-07-08,Retained by the Council,,,,New,Bill,Congressional Review Emergency Bill,http://lims.dccouncil.us/Download/43013/B23-0374-Introduction.pdf
43012,23,Firearms Safety Omnibus Clarification Congressional Review Emergency Declaration Resolution of 2019,Councilmember Allen,PR23-0429,,,2019-07-08,2019-07-08,Retained by the Council,,,,New,Resolution,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/43012/PR23-0429-Introduction.pdf
43011,23,"Collective Bargaining Agreement between the District of Columbia Public Schools and the Council of School Officers, Local #4, American Federation of School Administrators, AFL-CIO, Emergency Approval Resolution of 2019",Chairman Mendelson,PR23-0428,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Resolution,Emergency Approval Resolution,http://lims.dccouncil.us/Download/43011/PR23-0428-Introduction.pdf
43010,23,"Collective Bargaining Agreement between the District of Columbia Public Schools and the Council of School Officers, Local #4, American Federation of School Administrators, AFL-CIO, Emergency Declaration Resolution of 2019",Chairman Mendelson,PR23-0427,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43010/PR23-0427-Introduction.pdf
43009,23,"Memoranda of Agreement for FY 2020 Wages between the Office of the State Superintendent of Education, Division of Student Transportation and Teamsters 639 and American Federation of State, Country and Municipal Employees, District Council 20, Local 1959 Emergency Approval Resolution of 2019",Chairman Mendelson,PR23-0426,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Resolution,Emergency Approval Resolution,http://lims.dccouncil.us/Download/43009/PR23-0426-Introduction.pdf
43008,23,"Memoranda of Agreement for FY 2020 Wages between the Office of the State Superintendent of Education, Division of Student Transportation and Teamsters 639 and American Federation of State, Country and Municipal Employees, District Council 20, Local 1959 Emergency Declaration Resolution of 2019",Chairman Mendelson,PR23-0425,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43008/PR23-0425-Introduction.pdf
43007,23,Contract No. NFPHC-436-A Modification 2 between the Not-for-Profit Hospital Corporation and GW Medical Faculty Inc Approval and Payment Authorization Emergency Amendment Act of 2019,Chairman Mendelson,B23-0373,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Bill,Emergency Bill,http://lims.dccouncil.us/Download/43007/B23-0373-Introduction.pdf
43006,23,Contract No. NFPHC-436-A Modification 2 between the Not-for-Profit Hospital Corporation and GW Medical Faculty Inc Approval and Payment Authorization Emergency Declaration Resolution of 2019,Chairman Mendelson,PR23-0424,,,2019-07-02,2019-07-08,Retained by the Council,,,,New,Resolution,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/43006/PR23-0424-Introduction.pdf
