Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
42942,23,"Proposed contract between the District of Columbia Housing Authority (""DCHA"") and Vigil Contracting, Inc. (""Vigil"")",Chairman Mendelson,CA23-0228,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-08,New,Contract,Contract,
42941,23,"Proposed contract between the District of Columbia Housing Authority (""DCHA"") and the Matthews Group (TMG) ",Chairman Mendelson,CA23-0227,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-08,New,Contract,Contract,
42940,23,"Request to reprogram $4,700,000 of Capital Funds Budget Authority and Allotment from the Washington Metropolitan Area Transit Authority to the District Department of Transportation ",Chairman Mendelson,REPROG23-0026,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-12,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/42940/REPROG23-0026-Introduction.pdf
42939,23,"Request to reprogram $624,108 of Local Funds Budget Authority within the Department of General Services ",Chairman Mendelson,REPROG23-0025,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-12,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/42939/REPROG23-0025-Introduction.pdf
42938,23,"Request to reprogram $5,841,661 of Capital Funds Budget Authority and Allotment from Various Agencies to the District Department of Transportation ",Chairman Mendelson,REPROG23-0024,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-12,New,Reprogramming,Reprogramming,http://lims.dccouncil.us/Download/42938/REPROG23-0024-Introduction.pdf
42937,23,"Proposed loan agreement from the Housing Production Trust Fund between the Department of Housing and Community Development (DHCD) and 3500 East Cap Venture, LLC ",Chairman Mendelson,CA23-0226,,,2019-06-27,2019-06-28,Retained by the Council,,Approved,2019-07-08,New,Contract,Contract,http://lims.dccouncil.us/Download/42937/CA23-0226-Introduction.pdf
42936,23,Correspondence from the Mayor - Office of Human Rights 2018 Annual Report,Chairman Phil Mendelson,RC23-0080,,,2019-06-28,2019-06-28,,,,,New,Report,Other,http://lims.dccouncil.us/Download/42936/RC23-0080-Introduction.pdf
42935,23,"FY 2019 Grant Budget Modifications of June 25, 2019",Chairman Mendelson,GBM23-0047,,,2019-06-27,2019-06-27,Retained by the Council,,Approved,2019-07-12,New,Grant Budget Modification,Grant Budget Modification,http://lims.dccouncil.us/Download/42935/GBM23-0047-Introduction.pdf
42934,23,"FY 2019 Grant Budget Modifications of June 21, 2019",Chairman Mendelson,GBM23-0046,,,2019-06-27,2019-06-27,Retained by the Council,,Approved,2019-07-12,New,Grant Budget Modification,Grant Budget Modification,http://lims.dccouncil.us/Download/42934/GBM23-0046-Introduction.pdf
42933,23,"Proposed contract with MCN Build, Inc.",Chairman Mendelson,CA23-0225,,,2019-06-27,2019-06-27,Retained by the Council,,Approved,2019-07-08,New,Contract,Contract,http://lims.dccouncil.us/Download/42933/CA23-0225-Introduction.pdf
