Id,CouncilPeriod,ShortTitle,Introducer,LegislationNumber,LawNumber,ActNumber,IntroductionDate,Modified,CommitteeReferral,CommitteeReferralComments,Deemed,DeemedOn,LegislationStatus,Category,Subcategory,DocumentUrl
43121,23,Correspondence from the Mayor - March 2019 Revenue Report for the Public Vehicles For-Hire Customer Service Fund,Chairman Phil Mendelson,RC23-0101,,,2019-09-12,2019-09-13,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43121/RC23-0101-Introduction.pdf
43120,23,Proposed contract to exercise Option Year Three (3) with Telecommunications Development Corporation ,Chairman Mendelson,CA23-0263,,,2019-09-13,2019-09-13,Retained by the Council,,Approved,2019-09-26,New,Contract,Contract,http://lims.dccouncil.us/Download/43120/CA23-0263-Introduction.pdf
43119,23,Proposed contract to exercise Option Year three (3) with Motivate International Inc. ,Chairman Mendelson,CA23-0262,,,2019-09-13,2019-09-13,Retained by the Council,,Approved,2019-09-26,New,Contract,Contract,http://lims.dccouncil.us/Download/43119/CA23-0262-Introduction.pdf
43118,23,"Proposed contract with Tax Credit Asset Management, LLC ",Chairman Mendelson,CA23-0261,,,2019-09-13,2019-09-13,Retained by the Council,,Approved,2019-09-26,New,Contract,Contract,
43117,23,Correspondence from the Mayor - the Department of Motor Vehicles Annual Parking and Traffic Enforcement Report,Chairman Phil Mendelson,RC23-0100,,,2019-09-11,2019-09-12,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43117/RC23-0100-Introduction.pdf
43115,23,Correspondence from the Mayor - the Calendar Year 2018 Suspension and Revocation Annual Report to the Council of the District of Columbia ,Chairman Phil Mendelson,RC23-0099,,,2019-09-11,2019-09-12,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43115/RC23-0099-Introduction.pdf
43114,23,Correspondence from the Mayor - Workforce Development System Expenditure Guide for Fiscal Year 2018,Chairman Phil Mendelson,RC23-0098,,,2019-09-11,2019-09-12,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43114/RC23-0098-Introduction.pdf
43113,23,Proposed contract with Advanced Network Consulting Inc. ,Chairman Mendelson,CA23-0260,,,2019-09-10,2019-09-11,Retained by the Council,,Approved,2019-09-21,New,Contract,Contract,http://lims.dccouncil.us/Download/43113/CA23-0260-Introduction.pdf
43112,23,Proposed contract to exercise option year three (3) with Liberty Healthcare Corporation ,Chairman Mendelson,CA23-0259,,,2019-09-10,2019-09-11,Retained by the Council,,Approved,2019-09-21,New,Contract,Contract,http://lims.dccouncil.us/Download/43112/CA23-0259-Introduction.pdf
43111,23,Proposed contract with Maru Solutions Inc. ,Chairman Mendelson,CA23-0258,,,2019-09-10,2019-09-11,Retained by the Council,,Approved,2019-09-21,New,Contract,Contract,http://lims.dccouncil.us/Download/43111/CA23-0258-Introduction.pdf
43110,23,"Proposed contract with MindFinders, Inc. ",Chairman Mendelson,CA23-0257,,,2019-09-10,2019-09-11,Retained by the Council,,Approved,2019-09-21,New,Contract,Contract,http://lims.dccouncil.us/Download/43110/CA23-0257-Introduction.pdf
43109,23,"Proposed contract with Cambria Solutions, Inc. ",Chairman Mendelson,CA23-0256,,,2019-09-10,2019-09-11,Retained by the Council,,Approved,2019-09-21,New,Contract,Contract,http://lims.dccouncil.us/Download/43109/CA23-0256-Introduction.pdf
43105,23,Correspondence from the Superior Court of the District of Columbia - 2018 Annual Report Crime Victims Compensation Program,Chairman Phil Mendelson,RC23-0097,,,2019-09-09,2019-09-10,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43105/RC23-0097-Introduction.pdf
43104,23,"Correspondence from the Mayor -  Report on MPD's Use of Body-Worn Cameras (July 1 - December 31, 2018)",Chairman Phil Mendelson,RC23-0096,,,2019-09-10,2019-09-10,,,,,New,Report,Other,http://lims.dccouncil.us/Download/43104/RC23-0096-Introduction.pdf
